year,dispnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
1965,2914,Banda Sea,Banda Sea,126.609,-5.70394,5,latlong.net,Sea,,121574,Banda Sea and near Borneo,Banda Sea,-5,128,4
1965,2915,"Bonn, Germany","Bonn, Germany",7.09821,50.7374,8,latlong.net,Capital,,202695,West Germany,Bonn,50.7333,7.1,5
1965,2916,Sea of Japan,Sea of Japan,135,38.8488,5,latlong.net,Sea,,185671,Japan Sea,Japan Sea,43.5,135.75,5
1966,2918,"Singapore, Singapore","Singapore, Singapore",103.82,1.35208,2,latlong.net,Near,,131608,near Singapore,"Singapore, Singapore",1.29306,103.856,2
1966,2919,South Korea Territorial Waters,Centroid of mainland territorial waters,127.333,33.9046,3,ArcGIS and Marine Regions,Territorial waters,,178455,waters near Korea,"Pusan, S.Korea",35.7,128.033,4
1966,2920,Yellow Sea,Yellow Sea,123.796,35.4943,5,latlong.net,Sea,,180608,Yellow Sea,Yellow Sea,36,124,5
1966,2921,"Heringen, Germany","Heringen, Germany",9.99839,50.8944,1,latlong.net,Precise location text,,202700,"Heringer, West Germany","Heringer, Germany",51.4167,10.8333,1
1968,2922,Venezuela Territorial Waters,Centroid of territorial waters,-68.9193,11.5478,3,ArcGIS and Marine Regions,Territorial waters,,146383,Waters near Venezuela,Bonaire Basin,11.4167,-67.5,4
1968,2923,Brazil Territorial Waters,Centroid of territorial waters,-39.2861,-18.0191,3,ArcGIS and Marine Regions,Territorial waters,,103242,waters near Brazil,mid pt of coast,-10.3231,-36.3331,4
1968,2924,Red Sea,Red Sea,38.5126,20.2802,5,latlong.net,Sea,,158838,near Egypt,Red Sea,19,39.5,5
1968,2925,Kuril Islands,Kuril Islands,150.971,47.1544,5,latlong.net,Island,,197942,Kuril Islands,"Kuril Islands, Russia",46.1667,152,3
1968,2926,Hong Kong Island,Hong Kong Island,114.191,22.2588,2,latlong.net,Island,,161869,Hong Kong,Hong Kong,22.2833,114.15,1
1968,2927,Argentina Territorial Waters,Centroid of territorial waters,-62.5692,-41.0919,3,ArcGIS and Marine Regions,Territorial waters,,70075,waters off Argentina,Golfo San Matias,-41.5,-64.25,4
1968,2928,Kuril Islands,Kuril Islands,150.971,47.1544,5,latlong.net,Island,,197942,Kuril Island,"Kuril Islands, Russia",46.1667,152,3
1965,2929,South China Sea,South China Sea,114.405,15.4881,5,latlong.net,Sea,,151789,South China Sea and over China,South China Sea,15,115,5
1967,2930,Unspecified,,,,-99,,Location unclear or unspecified,,0,.,,,,7
1967,2931,Greece (Crete [ADM1]),Centroid of ADM1,24.8447,35.2293,4,ArcGIS and GADM,ADM1,,180410,Waters near Crete,Gulf of Iraklion,35.3833,25.1333,4
1967,2932,Baltic Sea,Baltic Sea,19.8633,58.488,5,latlong.net,Sea,,213520,Baltic Sea,Baltic Sea,56,18,5
1967,2933,Shetland Islands,Shetland Islands,-1.26594,60.5297,3,latlong.net,Island,,217078,Shetland Islands,"Shetland Isl, UK",60.5,-1,3
1967,2934,Russia-United States Border (Territorial Waters),Midpoint of shortest distance between territorial waters,-171.985,64.0926,5,ArcGIS and Marine Regions,Point along a line,,221777,waters near Alaska,Bering Sea,60,177,4
1967,2935,China (Eastern [> ADM1]),Centroid of > ADM1,117.929,39.8904,5,ArcGIS and GADM,> ADM1,,187076,eastern China,"Jilin, China",45.2544,131.24,3
1969,2936,China-North Vietnam Border (Territorial Waters),Midpoint of shared (territorial water) border,108.096,21.4494,5,ArcGIS and Marine Regions,Point along a line,,160417,Gulf of Torlsin,waters near china & viet,19.7942,107.624,3
1969,2937,Shikotan Island,Shikotan Island,146.747,43.7936,2,latlong.net,Island,,192894,Shikotan Island,"Shikotan, Russia",43.7833,146.75,3
1969,2938,Gulf of Siam,Gulf of Siam,101.343,9.71212,4,latlong.net,Gulf,,143843,Gulf of Siam,Gulf of Siam,10,102,3
1968,2940,Venezuela Territorial Waters,Centroid of territorial waters,-68.9193,11.5478,3,ArcGIS and Marine Regions,Territorial waters,,146383,waters near Venezuela,Bonaire Basin,11.4167,-67.5,4
1970,2942,El Salvador-Guatemala Border (Territorial Waters),Midpoint of shared (territorial water) border,-90.1801,13.6571,5,ArcGIS and Marine Regions,Point along a line,,149220,waters near Guatemala,Bahia de Amatique,13.7358,-90.1392,4
1971,2944,Baltic Sea,Baltic Sea,19.8633,58.488,5,latlong.net,Sea,,213520,Baltic Sea,Baltic Sea,56,18,5
1971,2946,Cuba-United States Border (Territorial Waters),Midpoint along shortest line between territorial waters,-81.9004,23.8593,5,ArcGIS and Marine Regions,Point along a line,,163637,waters between USA and Cuba,Straits of Florida,25,-79.75,4
1971,2947,China (Guangdong [ADM1]),Centroid of ADM1,113.415,23.3352,4,ArcGIS and GADM,ADM1,,163307,"Kwangtung Province, China",Kwangtung,23,113,3
1972,2948,North Vietnam,Midpoint of coastline,104.094,19.2248,5,ArcGIS and cShapes,Point along a line,Uses 1953 data,157529,near coast of North Vietnam,Gulf of Tonkin,20,108,4
1972,2949,Bering Sea,Bering Sea,-178.139,56.9073,5,latlong.net,Sea,,210964,Bering Sea,Bering Sea,60,-175,5
1973,2950,Malta Territorial Waters,Southernmost point of territorial waters,14.4108,35.5854,5,ArcGIS and Marine Regions,Point along a line,,181109,Waters south of Malta,"Valletta, Malta",35.8997,14.5147,3
1974,2951,"Guantanamo, Cuba","Guantanamo, Cuba",-75.2129,20.14,1,latlong.net,Precise location text,,158610,"Guantanimo, Cuba",Guantanamo,20.1453,-75.2061,1
1975,2955,Myanmar Territorial Waters,Centroid of mainland territorial waters,95.5929,15.1422,3,ArcGIS and Marine Regions,Territorial waters,,151752,waters near Burma,Mouths of Ayeyarwady,15.6833,95.0833,4
1976,2956,Yellow Sea,Yellow Sea,123.796,35.4943,5,latlong.net,Sea,,180608,Yellow Sea,Yellow Sea,36,124,5
1976,2958,Florida Strait,Florida Strait,-82.3886,23.3876,3,latlong.net,Strait,,162916,"South of Florida, waters of USA",Florida Strait,25,-79.75,3
1976,2959,South Yemen,Centroid of ADM0,49.162,16.0101,6,ArcGIS and cShapes,State,,153099,South Yemen,Aden,12.7656,45.0169,3
1976,2960,"Pyongyang, North Korea","Pyongyang, North Korea",125.763,39.0392,8,latlong.net,Capital,,186372,North Korea,Pyongyang,39.0194,125.755,5
1976,2961,"Tel Aviv, Israel","Tel Aviv, Israel",34.7818,32.0853,8,latlong.net,Capital,,176110,Israel,Tel Aviv,32.0667,34.7667,5
1977,2962,Cuba-United States Border (Territorial Waters),Midpoint along shortest line between territorial waters,-81.9004,23.8593,5,ArcGIS and Marine Regions,Point along a line,,163637,Cuban coastal waters,Nicholas Channel,23.4167,-80.0833,4
1977,2963,Sea of Japan,Sea of Japan,135,38.8488,5,latlong.net,Sea,,185671,Sea of Japan,Japan Sea,43.5,135.75,5
1977,2964,Goto Island,Goto Island,128.905,32.8369,3,latlong.net,Island,,177018,Goto Island,"Goto Retto, Japan",32.8333,129,3
1978,2965,Cape Misrata,Cape Misrata,15.0783,32.373,2,latlong.net,Cape,,176071,"off Cape Misurta, Libya",Cape Misurata,32.3681,15.2178,2
1979,2967,Peru Territorial Waters,Centroid of territorial waters,-78.7418,-9.0983,3,ArcGIS and Marine Regions,Territorial waters,,116123,waters off Peru,Lima,-12.05,-77.05,4
1979,2968,Canada (British Columbia [ADM1]),Centroid of ADM1,-124.769,54.7532,4,ArcGIS and GADM,ADM1,,208191,British Columbia,"British Columbia, Canada",55,-125,3
1980,2969,"Dakar, Senegal","Dakar, Senegal",-17.366,14.7645,6,latlong.net,Ocean,,150806,Waters near West Africa,"Dakar, Senegal",14.6667,-17.4333,5
1981,2970,North Sea,North Sea,3.51563,56.511,5,latlong.net,Sea,,211328,North Sea,North Sea,55.3333,3,5
1981,2971,"Pyongyang, North Korea","Pyongyang, North Korea",125.763,39.0392,8,latlong.net,Capital,,186372,North Korea,Pyongyang,39.0194,125.755,5
1981,2972,Caribbean Sea,Caribbean Sea,-74.9676,14.5401,5,latlong.net,Sea,,150691,Caribbean Sea,Caribbean Sea,15,-75,5
1982,2973,Sweden Territorial Waters,Centroid of mainland territorial waters,17.3734,57.276,3,ArcGIS and Marine Regions,Territorial waters,,212075,Swedish waters,Oland,56.9833,16.6,5
1982,2974,Sea of Japan,Sea of Japan,135,38.8488,5,latlong.net,Sea,,185671,Sea of Japan,Japan Sea,43.5,135.75,5
1982,2975,South China Sea,South China Sea,114.405,15.4881,5,latlong.net,Sea,,151789,South China Sea,South China Sea,15,115,5
1982,2976,Japan-Russia Border (Territorial Waters),Midpoint of shared (territorial water) border,142.007,45.7095,5,ArcGIS and Marine Regions,Point along a line,,195765,Waters off Japan,Tsushima,34.6667,129,4
1982,2977,Nicaragua,Centroid of ADM0,-85.0348,12.8399,6,ArcGIS and cShapes,State,,147790,Nicaragua,Nicaragua,13,-85,5
1982,2978,"Athens, Greece","Athens, Greece",23.7275,37.9838,8,latlong.net,Capital,,184008,Greece,Athens,37.9833,23.7333,5
1983,2981,"Havana, Cuba","Havana, Cuba",-82.3666,23.1136,8,latlong.net,Capital,,162916,Cuba,Havana,23.1319,-82.3642,5
1982,2982,Arabian Sea,Arabian Sea,64.3372,12.2502,5,latlong.net,Sea,,147369,North Arabian Sea,North Arabian Sea,20,60,3
1953,2984,"Pearl Estuary, China","Pearl Estuary, China",113.622,22.7694,1,latlong.net,Precise location text,,162588,"Pearl Estuary, china",pearl river,22.4789,113.757,4
1956,2986,Taiwan Strait,Taiwan Strait,119.698,24.6581,3,latlong.net,Strait,,165480,Taiwan Straits,Taiwan Straits,24,119,5
1954,2987,Taiwan Strait,Taiwan Strait,119.698,24.6581,3,latlong.net,Strait,,165480,Taiwan Straits,Taiwan Straits,24,119,5
1953,2988,Taiwan Strait,Taiwan Strait,119.698,24.6581,3,latlong.net,Strait,,165480,Taiwan Straits,Taiwan Straits,24,119,5
1952,2989,Lafsami Island,Lafsami Island,113.83,22.1415,2,latlong.net,Island,,161868,"Lafsami Island, china",lafsami island,22.1339,113.826,3
1951,2991,Nei Lingding Island,Nei Lingding Island,113.812,22.4055,2,latlong.net,Island,,161868,Lentin Island,coast of china,26.428,120.514,3
1951,2992,Taiwan Strait,Taiwan Strait,119.698,24.6581,3,latlong.net,Strait,,165480,Taiwan Straits,Taiwan Straits,24,119,5
1934,2995,"Vladivostok, Russia","Vladivostok, Russia",131.887,43.1198,2,latlong.net,Near,,192144,near Vladevostok,"Vladivostok, Russia",43.1333,131.9,1
1959,2996,Syria-Turkey Border,Midpoint of shared (national) border,38.6869,36.7241,5,ArcGIS and cShapes,Point along a line,,182598,Turkish/Syrian border,"Tall Khinzir, Syria",36.8333,40.8833,4
1959,2997,Iraq-Syria Border,Midpoint of shared (national) border,41.2236,34.8775,5,ArcGIS and cShapes,Point along a line,,179723,Syrian/Iraq border,"Abu Kamal, Syria",34.45,40.9186,4
1959,2998,Iraq-Syria Border,Midpoint of shared (national) border,41.2236,34.8775,5,ArcGIS and cShapes,Point along a line,,179723,Iraq/Syrian border,"Abu Kamal, Syria",34.45,40.9186,4
1959,2999,Jordan-Syria Border,Midpoint of shared (national) border,37.2119,32.5325,5,ArcGIS and cShapes,Point along a line,,176835,Jordanian/Syrian border,mid pt of border,32.4439,37.0289,4
1979,3000,Ethiopia-Sudan Border,Midpoint of shared (national) border,34.8118,10.7249,5,ArcGIS and cShapes,Point along a line,,145150,Ethiopia-Sudan border,"Famaka, Sudan",11.3,34.7333,4
1979,3001,Egypt-Libya-Sudan Border,"Intersection of Egypt, Libya, and Sudan borders",25.0014,21.9997,5,ArcGIS and cShapes,Point along a line,,160971,"border of EGY, LIB, SUD",,21.89,25.14,2
1979,3002,Angola-Zimbabwe Border,Southeasternmost point of Angola,23.4282,-17.6393,5,ArcGIS and GADM,Point along a line,,104087,"Vila de Borua, Angola",angola border near zimb,-17.5378,23.2228,4
1978,3003,Mekong River,Midpoint of river,105.871,14.6024,5,ArcGIS and Natural Earth Data,Point along a line,,151052,Mekong river,"Mekong river, Vietnam",10.25,105.917,4
1978,3004,"Gaborone, Botswana","Gaborone, Botswana",25.9231,-24.6282,8,latlong.net,Capital,,94012,Botswana,Gaborone,-24.6464,25.9119,5
1978,3005,"Lusaka, Zambia","Lusaka, Zambia",28.3228,-15.3875,8,latlong.net,Capital,,107697,zambia,Lusaka,-15.4167,28.2833,5
1978,3007,China-Vietnam Border,Midpoint of shared (national) border,105.201,23.2844,5,ArcGIS and cShapes,Point along a line,,163291,,md pt chn-vie border,23.269,105.55,4
1978,3009,Bolivia-Chile Border,Midpoint of shared (national) border,-68.7092,-20.3063,5,ArcGIS and cShapes,Point along a line,,100303,Bolivia-Chile border,"Collaguasi, Chile",-20.9833,-68.7,4
1978,3010,,,,,-99,,Location unclear or unspecified,Noncontiguous locations,0,Kenya and Egypt,Nairobi,-1.28333,36.8167,5
1978,3011,Angola-DRC Border,Midpoint of shared (national) border,19.5347,-7.01493,5,ArcGIS and cShapes,Point along a line,Ignores enclave,119200,Zaire-Angola border,"Bumba, DRC",-7.06667,21.95,4
1978,3012,Unspecified,,,,-99,,Location unclear or unspecified,,0,.,,,,7
1977,3013,Costa Rica-Nicaragua Border,Midpoint of shared (national) border,-84.6307,11.0617,5,ArcGIS and cShapes,Point along a line,,145631,Costa Rica Nicaragua border,"Los Chiles, Costa Rica",11.0333,-84.7167,4
1977,3014,Gulf of Sidra,Gulf of Sidra,18,31.5,4,latlong.net,Gulf,,175357,Gulf of Sidra,"Gulf of Sidra, Libya",31.5,18,3
1978,3015,Botswana (Northern [> ADM1]),Centroid of > ADM1,24.8268,-20.5584,5,ArcGIS and GADM,> ADM1,,99770,Northern Botswana,"Maun, Botswana",-19.9833,23.4167,3
1980,3016,Libya-Sudan Border,Midpoint of shared (national) border,24.6142,19.9997,5,ArcGIS and cShapes,Point along a line,,158090,,lib-tun border,31.839,10.772,4
1980,3017,Afghanistan-Iran-Russia Border,"Intersection of Afghanistan, Iran, and Russia borders",61.2766,35.6072,5,ArcGIS and cShapes,Point along a line,,181203,"border of usr, irn, afg",,35.605,61.406,2
1977,3018,Chile-Peru Border,Midpoint of shared (national) border,-69.7861,-18.0145,5,ArcGIS and cShapes,Point along a line,,103181,Peru Chile border,"Tacna, Peru",-18.0056,-70.2483,4
1979,3020,"Tehran, Iran","Tehran, Iran",51.389,35.6892,8,latlong.net,Capital,,181183,Iran,Tehran,35.6719,51.4244,5
1979,3021,Gulf of Sidra,Gulf of Sidra,18,31.5,4,latlong.net,Gulf,,175357,Gulf of Sidra,"Gulf of Sidra, Libya",31.5,18,3
1979,3022,Sulu Sea,Sulu Sea,120.896,8.51904,5,latlong.net,Sea,,142442,Sulu Sea,Sulu Sea,9,120,3
1979,3024,Algeria-Morocco (Western Sahara [> ADM1]) Border,Midpoint of shared (subnational) border,-8.6715,27.4841,5,ArcGIS and GADM,Point along a line,Dual event; National border,168823,"Tindouf Algeria, Western Sahara","Tindouf, Algeria",27.6742,-8.14778,1
1979,3025,Afghanistan-Iran Border,Midpoint of shared (national) border,60.7024,32.6938,5,ArcGIS and cShapes,Point along a line,,176882,Afgan Iran border,"Duruh, Iran",32.285,60.4989,4
1979,3026,Laos (Northern [> ADM1]),Centroid of > ADM1,102.191,20.3397,5,ArcGIS and GADM,> ADM1,,158965,Northern Laos,Louangphrabang,19.8667,102.133,3
1984,3027,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433,5,ArcGIS and cShapes,Point along a line,,153198,Thai/Burma border,"Mae Sot, Thailand",16.7167,98.5667,4
1985,3029,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian gulf,Persian Gulf,27,51,5
1985,3030,"Gaborone, Botswana","Gaborone, Botswana",25.9231,-24.6282,8,latlong.net,Capital,,94012,Botswana,Gaborone,-24.6464,25.9119,5
1984,3031,"Gaborone, Botswana","Gaborone, Botswana",25.9231,-24.6282,8,latlong.net,Capital,,94012,Botswana,Gaborone,-24.6464,25.9119,5
1985,3033,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3034,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3035,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3036,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3037,India-Sri Lanka Border (Territorial Waters),Midpoint of shared (territorial water) border,79.5333,9.20362,5,ArcGIS and Marine Regions,Point along a line,,143080,Water between india and Sri Lanka,Palk Strait,10,79.75,4
1984,3038,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3040,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3041,"Paris, France","Paris, France",2.35222,48.8566,8,latlong.net,Capital,,199805,France,Paris,48.8667,2.33333,5
1984,3042,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3043,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian gulf,Persian Gulf,27,51,5
1984,3044,Algeria-Morocco Border,Midpoint of shared (national) border,-3.75089,31.1518,5,ArcGIS and cShapes,Point along a line,,174593,Algeria/Morocco border,"Taouz, Morocco",30.9,-3.98333,4
1984,3045,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3046,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3048,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3049,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3050,Indonesia-Papua New Guinea Border,Midpoint of shared (national) border,141.006,-5.95494,5,ArcGIS and cShapes,Point along a line,,121603,PNG/Indonesia border,"Ninati, Indonesia",-5.73333,140.95,4
1984,3051,Egypt-Libya-Sudan Border,"Intersection of Egypt, Libya, and Sudan borders",25.0014,21.9997,5,ArcGIS and cShapes,Point along a line,,160971,"border of EGY, LIB, SUD",,21.89,25.14,2
1984,3052,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1984,3053,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1983,3054,Saudi Arabia-South Yemen Border,Midpoint of shared (national) border,48.6709,18.1624,5,ArcGIS and cShapes,Point along a line,,155978,S.Arabia/S. Yemen border,"Najran, Saudi Arabia",17.5056,44.1842,4
1983,3055,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152,5,ArcGIS and cShapes,Point along a line,,166860,India/Bangladesh border,"Dinhata, India",26.1333,89.4667,4
1983,3056,Ethiopia-Sudan Border,Midpoint of shared (national) border,34.8118,10.7249,5,ArcGIS and cShapes,Point along a line,,145150,Sudan/Ethiopia border,"Kurmuk, Sudan",10.55,34.2833,4
1983,3057,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1983,3058,Grenada,Centroid of ADM0,-61.6794,12.1129,6,ArcGIS and cShapes,State,,147117,,grenada,12.1,61.6,5
1983,3059,Afghanistan-Iran Border,Midpoint of shared (national) border,60.7024,32.6938,5,ArcGIS and cShapes,Point along a line,,176882,Iran/Afganistan border,"Duruh, Iran",32.285,60.4989,4
1983,3060,DRC-Zambia Border,Midpoint of shared (national) border,29.8027,-13.2745,5,ArcGIS and cShapes,Point along a line,,110580,Zaire/Zambia border,"Ndola, Zambia",-12.8333,28.5833,4
1983,3062,"Beirut, Lebanon","Beirut, Lebanon",35.5018,33.8938,8,latlong.net,Capital,,178272,Lebanon,Beirut,33.8719,35.5097,5
1983,3063,Kamchatka Peninsula,Kamchatka Peninsula,159.531,56.1327,4,latlong.net,ADM1 like,,210920,Kamchatka Peninsula,"Kamchatka, Russia",56,160,3
1983,3064,Falkland Islands,Falkland Islands,-59.5236,-51.7963,3,latlong.net,Island,,54961,Waters of Falklands,Falkland Islands,-51.75,-59,4
1983,3065,Libya,Centroid of ADM0,18.1452,26.6513,6,ArcGIS and cShapes,State,,168157,,libya,26.88,17.94,5
1983,3066,Chad-Nigeria Border,Midpoint of shared (national) border,13.8502,13.4002,5,ArcGIS and cShapes,Point along a line,,148708,Lake Chad/Nigeria border,"Kukawa, Nigeria",12.9333,13.5667,4
1983,3067,"Oslo, Norway","Oslo, Norway",10.7522,59.9139,8,latlong.net,Capital,,215662,Norway,Oslo,59.9167,10.75,5
1983,3068,"Brasilia, Brazil","Brasilia, Brazil",-47.8825,-15.7942,8,latlong.net,Capital,,106825,Brazil,Brasilia,-16.2119,-44.4308,5
1983,3070,"Maputo, Mozambique","Maputo, Mozambique",32.6051,-25.892,8,latlong.net,Capital,,92586,Mozambique,Maputo,-25.9653,32.5892,5
1983,3071,Persian Gulf,Persian Gulf,51.6834,26.7505,4,latlong.net,Gulf,,168224,Persian Gulf,Persian Gulf,27,51,5
1983,3072,Libya-Sudan Border,Midpoint of shared (national) border,24.6142,19.9997,5,ArcGIS and cShapes,Point along a line,,158090,,lib-sud border,20.249,25.15,4
1982,3073,"Maseru, Lesotho","Maseru, Lesotho",27.5144,-29.3632,8,latlong.net,Capital,,87536,Lesotho,Maseru,-29.3167,27.4833,5
1982,3074,Myanmar Territorial Waters,Centroid of mainland territorial waters,95.5929,15.1422,3,ArcGIS and Marine Regions,Territorial waters,,151752,Waters of Burma,Rangoon,16.7833,96.1667,4
1983,3075,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433,5,ArcGIS and cShapes,Point along a line,,153198,Thai/Burma border,"Mae Sot, Thailand",16.7167,98.5667,4
